Date,Confirmed,Death,Recovered,Province/State,Total Confirmed,Total Deaths,Total Recovered,Active Cases,Death Rate,Death Change Rate,Recovery Change Rate,Confirmed Change Rate,Likely Cases 1pct,Likely Cases 1.8pct,Likely Cases 3.5pct,Likely Cases C86
2020-02-28,1.0,,,Lithuania,1.0,,,1.0,0.0,,,,,,,1.0
2020-02-29,1.0,,,Lithuania,1.0,,,1.0,0.0,,,0.0,,,,1.0
2020-03-01,1.0,,,Lithuania,1.0,,,1.0,0.0,,,0.0,,,,1.0
2020-03-02,1.0,,,Lithuania,1.0,,,1.0,0.0,,,0.0,,,,1.0
2020-03-03,1.0,,,Lithuania,1.0,,,1.0,0.0,,,0.0,,,,1.0
2020-03-04,1.0,,,Lithuania,1.0,,,1.0,0.0,,,0.0,,,,1.0
2020-03-05,1.0,,,Lithuania,1.0,,,1.0,0.0,,,0.0,,,,1.0
2020-03-06,1.0,,,Lithuania,1.0,,,1.0,0.0,,,0.0,,,,1.0
2020-03-07,1.0,,,Lithuania,1.0,,,1.0,0.0,,,0.0,,,,1.0
2020-03-08,1.0,,,Lithuania,1.0,,,1.0,0.0,,,0.0,,,,1.0
2020-03-09,1.0,,,Lithuania,1.0,,,1.0,0.0,,,0.0,,,,1.0
2020-03-10,1.0,,,Lithuania,1.0,,,1.0,0.0,,,0.0,,,,1.0
2020-03-11,3.0,,,Lithuania,3.0,,,3.0,0.0,,,2.0,,,,3.0
2020-03-12,3.0,,,Lithuania,3.0,,,3.0,0.0,,,0.0,,,,3.0
2020-03-13,6.0,,,Lithuania,6.0,,,6.0,0.0,,,1.0,,,,7.0
2020-03-14,8.0,,,Lithuania,8.0,,,8.0,0.0,,,0.333,,,,9.0
2020-03-15,12.0,,1.0,Lithuania,12.0,,1.0,11.0,0.0,,inf,0.5,,,,14.0
2020-03-16,17.0,,1.0,Lithuania,17.0,,1.0,16.0,0.0,,0.0,0.417,,,,19.0
2020-03-17,25.0,,1.0,Lithuania,25.0,,1.0,24.0,0.0,,0.0,0.471,,,,28.0
2020-03-18,27.0,,1.0,Lithuania,27.0,,1.0,26.0,0.0,,0.0,0.08,,,,31.0
2020-03-19,36.0,,1.0,Lithuania,36.0,,1.0,35.0,0.0,,0.0,0.333,,,,41.0
2020-03-20,49.0,,1.0,Lithuania,49.0,,1.0,48.0,0.0,,0.0,0.361,,,,56.0
2020-03-21,83.0,1.0,1.0,Lithuania,83.0,1.0,1.0,81.0,0.012,inf,0.0,0.694,100.0,180.0,350.0,95.0
2020-03-22,131.0,1.0,1.0,Lithuania,131.0,1.0,1.0,129.0,0.008,0.0,0.0,0.578,100.0,180.0,350.0,149.0
