Date,Confirmed,Death,Recovered,Total Confirmed,Total Deaths,Total Recovered,Active Cases,Death Rate,Death Change Rate,Recovery Change Rate,Confirmed Change Rate,Confirmed Rolling 3 Change Rate,New Active Cases,New Active Cases PCT Change,New Cases,New Case PCT Change,New Deaths,New Death PCT Change,New Recovered,New Recovered PCT Change,Likely Cases C86,Likely Cases 1pct,Likely Cases 1.8pct,Likely Cases 3.5pct
2020-03-13,1,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,1.14,0.0,0.0,0.0
2020-03-14,1,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.14,0.0,0.0,0.0
2020-03-15,3,0,0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.6666666666666666,2.0,inf,2.0,inf,0.0,0.0,0.0,0.0,3.42,0.0,0.0,0.0
2020-03-16,3,0,0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,3.42,0.0,0.0,0.0
2020-03-17,3,0,0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.42,0.0,0.0,0.0
2020-03-18,3,0,0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.42,0.0,0.0,0.0
2020-03-19,7,0,0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,1.333,0.4443333333333333,4.0,inf,4.0,inf,0.0,0.0,0.0,0.0,7.9799999999999995,0.0,0.0,0.0
2020-03-20,7,0,0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.4443333333333333,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,7.9799999999999995,0.0,0.0,0.0
2020-03-21,7,0,0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.4443333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9799999999999995,0.0,0.0,0.0
2020-03-22,15,0,0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,1.143,0.381,8.0,inf,8.0,inf,0.0,0.0,0.0,0.0,17.099999999999998,0.0,0.0,0.0
2020-03-23,16,0,0,16.0,0.0,0.0,16.0,0.0,0.0,0.0,0.067,0.4033333333333333,1.0,-0.875,1.0,-0.875,0.0,0.0,0.0,0.0,18.24,0.0,0.0,0.0
2020-03-24,25,0,0,25.0,0.0,0.0,25.0,0.0,0.0,0.0,0.562,0.5906666666666667,9.0,8.0,9.0,8.0,0.0,0.0,0.0,0.0,28.499999999999996,0.0,0.0,0.0
2020-03-25,28,0,0,28.0,0.0,0.0,28.0,0.0,0.0,0.0,0.12,0.24966666666666662,3.0,-0.6666666666666667,3.0,-0.6666666666666667,0.0,0.0,0.0,0.0,31.919999999999998,0.0,0.0,0.0
