Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2020-05-18 14:32:23,32.3182,-86.9023,12042,488,,11554.0,1.0,245.59546498857372,156350.0,1392.0,4.0524829762497925,84000001,USA,3188.743643162557,11.559541604384654
Alaska,US,2020-05-18 14:32:23,61.3707,-152.4044,388,10,344.0,34.0,2.0,53.03843235891162,34651.0,,2.5773195876288657,84000002,USA,4736.687421826408,
American Samoa,US,2020-05-18 14:32:23,-14.271,-170.132,0,0,,0.0,60.0,0.0,105.0,,,16,ASM,188.70976438237992,
Arizona,US,2020-05-18 14:32:23,33.7298,-111.4312,13945,680,3450.0,9815.0,4.0,191.5859621963596,151761.0,1699.0,4.876299749013984,84000004,USA,2084.996572885029,12.183578343492293
Arkansas,US,2020-05-18 14:32:23,34.9697,-92.3731,4759,98,3590.0,1071.0,5.0,157.69745152435345,85185.0,520.0,2.059256146249212,84000005,USA,2822.747931939914,10.926665265812144
California,US,2020-05-18 14:32:23,36.1162,-119.6816,80166,3240,,76926.0,6.0,202.88911610971618,1235243.0,,4.041613651672779,84000006,USA,3126.2300782216166,
Colorado,US,2020-05-18 14:32:23,39.0598,-105.3111,21938,1215,3346.0,17377.0,8.0,380.95165327946967,125548.0,3866.0,5.538335308596955,84000008,USA,2180.131195456781,17.622390372868995
Connecticut,US,2020-05-18 14:32:23,41.5978,-72.7554,37419,3408,6264.0,27747.0,9.0,1049.5368255066142,170607.0,10946.0,9.107672572757156,84000009,USA,4785.224864085276,29.25251877388493
Delaware,US,2020-05-18 14:32:23,39.3185,-75.5071,7670,290,3478.0,3902.0,10.0,787.6651837611577,40865.0,,3.7809647979139513,84000010,USA,4196.602051421083,
Diamond Princess,US,2020-05-18 14:32:23,,,49,0,,49.0,88888.0,,,,0.0,84088888,USA,,
District of Columbia,US,2020-05-18 14:32:23,38.8974,-77.0268,7270,392,1023.0,5855.0,11.0,1030.1112718544412,36526.0,,5.392022008253095,84000011,USA,5175.494403817788,
Florida,US,2020-05-18 14:32:23,27.7663,-81.6868,46442,1997,,44445.0,12.0,216.23320929947133,651792.0,8478.0,4.299987080659748,84000012,USA,3034.733128541429,18.255027776581546
Georgia,US,2020-05-18 14:32:23,33.0406,-83.6431,37949,1612,,36337.0,13.0,357.4219469262928,351175.0,6790.0,4.247806266304777,84000013,USA,3307.535171199264,17.892434583256478
Grand Princess,US,2020-05-18 14:32:23,,,103,3,,100.0,99999.0,,,,2.9126213592233015,84099999,USA,,
Guam,US,2020-05-18 14:32:23,13.4443,144.7937,154,5,126.0,23.0,66.0,93.77150198807762,4604.0,,3.2467532467532467,316,GUM,2803.402565929281,
Hawaii,US,2020-05-18 14:32:23,21.0943,-157.4983,640,17,572.0,51.0,15.0,45.201826153776615,41674.0,82.0,2.65625,84000015,USA,2943.3451611445107,12.8125
